-5.655400098236235351e+00 4.720943549069443179e+01
-1.595257750753284354e+00 5.961361601595014825e+00
-2.054738785306142734e+00 1.016334855853500940e+01
-2.348574194959304862e+00 1.387257562300262315e+01
-4.269680831064235349e+00 3.217627948310256158e+01
-1.688985249035651393e+00 6.650014057731552519e+00
-3.081749567472199303e+00 2.140819691767967115e+01
-2.548326879809866163e+00 1.522930602601920924e+01
-2.349188351643895167e+00 1.330370107867477536e+01
-3.960660869334661882e+00 2.970905237921197184e+01
-3.585991326336757545e+00 2.511032027253289201e+01
-2.792570226205550732e+00 1.763360209625576047e+01
-2.383500149986510497e+00 1.361826976543163426e+01
-2.113293560435437701e+00 1.077802930833494344e+01
-1.189489669601637489e+00 2.792952588726663965e+00
-2.399630824949745556e+00 1.377409647724793551e+01
-2.311473338797502830e+00 1.296303814211884387e+01
-1.482887351807142151e+00 4.952228218718412123e+00
-1.854138882250730536e+00 8.683794653647172623e+00
-3.923911310294436738e+00 2.921186890190434582e+01
-2.258774028668390166e+00 1.256834899240075742e+01
-2.858442424839816809e+01 2.680924482968361531e+02
-2.604375955807358700e+00 1.527722907519076401e+01
-2.215065865396185885e+00 1.221997211834514196e+01
-5.212936803762626692e-01 -3.997344801222070476e+00
-8.297130064917541681e-01 -1.123715040391645603e+00
-3.214918990904572560e+00 2.288383577097281218e+01
-3.415368462757151669e+00 2.474229037400042941e+01
-8.327380275265785503e-01 -1.321304470081855698e+00
-1.152821196734157816e+01 1.039471452391811965e+02
-9.231023894955803222e-02 -7.645039548432268184e+00
-3.670148955234370458e+00 2.646058776541701718e+01
-1.430760757603081190e+00 5.559588149356685882e+00
-2.605335578618284131e+00 1.663195618953562871e+01
-1.803377027941000632e+00 9.069735659432128116e+00
-1.436360483562689296e+02 1.397310905427641273e+03
-1.022713955530385022e+00 1.226217194740170324e+00
-2.581480923920270953e+00 1.619526078026678562e+01
-1.092228472678259621e+00 1.761916733294103032e+00
-3.938849783087091883e+00 2.863782310695505728e+01
-1.549465128506440692e+00 6.062974151334422857e+00
-6.057713296206411968e+00 4.911330147835590054e+01
-9.386041432082107860e+01 9.280555395210278675e+02
-1.396529534183212107e+01 1.325990604769809238e+02
-4.053826521461276755e+00 3.049427176069369949e+01
-2.303282856486948305e+00 1.294529227254628800e+01
-2.037456518290526652e+00 1.003347365102251132e+01
-2.750980822859039332e+00 1.725580913347171830e+01
-2.584581558534069234e+00 1.607490562665973144e+01
-2.583193595223021610e+00 1.517711125468636979e+01
-1.847768107829318884e+00 8.935224905901415937e+00
-3.187962183143310479e+00 2.139248626458592994e+01
-1.715151631480751115e+00 7.189122599521610368e+00
-1.685827238330185551e+00 6.943156763776296536e+00
-5.458901193775311356e+00 4.194490700212904954e+01
-1.126556508235263987e+00 1.681314954324044209e+00
-6.942186138979210552e-01 -1.809217398584089587e+00
-1.599543020464667009e+00 5.800610168693002500e+00
-1.277214533596632062e+00 2.549854788913467729e+00
-1.790799754044914982e+00 7.914226523341560515e+00
-2.909551235638370592e+00 1.872242950875416057e+01
-9.582192670996281691e+00 8.410834372224981337e+01
-2.250011827893066307e+00 1.222973351404850639e+01
-1.749621412155720312e+00 7.392226461099893342e+00
-1.692120779284246757e+00 7.513318114466924769e+00
-5.234887033446974591e+00 4.300691248771303776e+01
